Generation,Points,Steps,Ray Radius,Sight,Moving Speed,Box Weight,Weight
282,4,1,11,1.458212,76.60413,-13.92518,-16.63869
283,4,2,1,5.77424,75.71236,-5.024828,-21.18662
284,4,1,1,5.864353,74.99146,-5.024828,-19.42857
285,4,1,8,3.704762,74.9363,-10.8848,-14.7953
286,8,1,8,5.984759,74.98721,-15.46801,-16.63869
287,4,1,5,3.704762,73.40888,-7.844416,-14.42619
288,4,1,2,5.405818,78.65974,-8.182829,-22.02411
289,4,1,10,8.024415,75.43342,-10.8806,-14.91048
290,4,3,1,4.956693,80.72533,-1.984448,-20.59947
291,6,3,1,4.947282,82.32803,-8.182829,-25.6752
292,6,2,1,5.315704,79.38065,-8.182829,-26.09395
293,4,1,1,5.405818,75.6049,-2.102069,-19.81161
294,6,3,1,6.744707,85.78062,-8.182829,-25.6752
295,6,1,3,4.947282,82.32803,-13.94483,-27.27219
296,4,1,3,7.193832,82.18762,-13.94483,-27.27219
297,4,1,1,5.405818,75.6049,-2.102069,-21.06785
298,6,1,1,6.985048,83.85789,-13.94483,-28.74648
299,4,1,1,7.652368,75.46449,-2.102069,-21.4866
